Game	Achievement	Rate
520	|tf_spy_knife_kill_while_jarated|	3.10
520	|tf_heavy_kill_while_spunup|	5.48
520	|tf_mvm_earn_money_bonus|	0.75
520	|tf_pyro_burn_spies_as_you|	3.90
520	|tf_mvm_destroy_two_tanks|	0.58
520	|tf_demoman_kill_x_with_directpipe|	3.23
520	|tf_spy_dominate_sniper|	4.07
520	|tf_mvm_scout_mark_for_death|	0.54
520	|tf_spy_feign_death_kill|	5.74
520	|tf_demoman_crit_sword_kill|	4.43
520	|tf_scout_start_and_finish_cap|	3.97
520	|tf_scout_capture_last_point|	6.95
520	|tf_spy_survive_burning|	8.74
520	|tf_demoman_achieve_progress2|	2.71
520	|tf_demoman_achieve_progress1|	4.14
520	|tf_demoman_achieve_progress3|	2.15
520	|tf_sniper_jarate_dominated|	3.67
520	|tf_sniper_kill_objectives|	2.30
520	|tf_pyro_kill_taunt|	3.87
520	|tf_heavy_first_to_cap|	6.53
520	|tf_spy_backstab_quick_kills|	7.53
520	|tf_engineer_destroy_stickies|	1.74
520	|tf_win_well_minimumtime|	3.37
520	|tf_demoman_taunt_kill|	3.20
520	|tf_scout_capture_three_points|	4.66
520	|tf_heavy_defend_medic|	1.78
520	|tf_get_healed_byenemy|	6.60
520	|tf_spy_backstab_medic_charged|	3.70
520	|tf_christmas_collect_gifts|	1.39
520	|tf_mvm_play_game_friends|	0.54
520	|tf_maps_foundry_play_game_friends|	1.25
520	|tf_heavy_revenge_assist|	2.31
520	|tf_medic_assist_vs_nemeses|	1.78
520	|tf_get_healpoints|	3.12
520	|tf_maps_foundry_play_each_class|	1.26
520	|tf_halloween_boss_kill|	3.01
520	|tf_heavy_uncover_spies|	2.32
520	|tf_scout_well_early_kill|	1.82
520	|tf_demoman_environmental_kill|	3.17
520	|tf_engineer_help_manual_sentry|	1.99
520	|tf_get_turretkills|	5.48
520	|tf_scout_fast_cap|	4.26
520	|tf_spy_ambassador_grind|	2.27
520	|tf_mvm_kill_robot_grind|	0.54
520	|tf_sniper_kill_weapons|	8.85
520	|tf_spy_camp_position|	3.44
520	|tf_soldier_achieve_progress3|	2.20
520	|tf_maps_doomsday_play_each_class|	0.82
520	|tf_soldier_achieve_progress2|	2.81
520	|tf_halloween_craft_saxton_mask|	1.74
520	|tf_soldier_achieve_progress1|	4.50
520	|tf_heavy_eat_sandwiches|	2.12
520	|tf_soldier_freezecam_gibs|	1.88
520	|tf_spy_sap_building_backstab_engy|	5.10
520	|tf_scout_doublejump_kill|	2.15
520	|tf_medic_assist_pyro|	1.93
520	|tf_scout_iron_man_kills|	2.14
520	|tf_medic_bonesaw_spy_callers|	2.38
520	|tf_medic_heal_engineer|	4.31
520	|tf_spy_backstab_medic_pair|	3.22
520	|tf_soldier_kill_defenseless|	2.67
520	|tf_soldier_gib_grind|	1.81
520	|tf_spy_achieve_progress3|	3.03
520	|tf_spy_achieve_progress2|	4.32
520	|tf_spy_achieve_progress1|	7.28
520	|tf_complete_training|	3.98
520	|tf_heavy_kill_medic_pair|	1.95
520	|tf_engineer_sentry_kill_lifetime_grind|	1.74
520	|tf_soldier_destroy_sentry_out_of_range|	2.85
520	|tf_engineer_kill_spy_two_sappers|	3.93
520	|tf_scout_stun_capping_enemies|	1.79
520	|tf_mvm_medic_share_bottles|	0.54
520	|tf_mvm_destroy_tank_while_deploying|	0.57
520	|tf_maps_doomsday_defend_carrier|	1.19
520	|tf_soldier_defend_medic|	5.11
520	|tf_medic_switch_to_medic|	5.32
520	|tf_demoman_duo_demoman_kills|	2.93
520	|tf_scout_max_stuns|	2.57
520	|tf_medic_extinguish_teammates|	1.89
520	|tf_pyro_defend_points|	2.51
520	|tf_spy_backstab_friends|	1.92
520	|tf_scout_lifetime_kills|	1.76
520	|tf_mvm_collect_money_grind|	0.54
520	|tf_scout_first_blood_kill|	1.76
520	|tf_sniper_bow_kill_whiledead|	5.68
520	|tf_pyro_reflect_crocket_kill|	3.02
520	|tf_soldier_kill_group_with_crocket|	2.65
520	|tf_replay_youtube_views_tier2|	1.60
520	|tf_replay_youtube_views_tier1|	1.60
520	|tf_replay_performance_mode|	2.08
520	|tf_mvm_use_build_bottle|	0.54
520	|tf_scout_destroy_sentry_with_pistol|	3.65
520	|tf_engineer_manual_sentry_kills_beyond_range|	2.35
520	|tf_mvm_kill_robot_mega_grind|	0.53
520	|tf_replay_youtube_views_tier3|	1.59
520	|tf_medic_rapid_charge|	4.85
520	|tf_pyro_reveal_spies|	3.90
520	|tf_maps_doomsday_play_game_friends|	0.78
520	|tf_maps_doomsday_win_rounds|	0.78
520	|tf_medic_charge_blocker|	2.18
520	|tf_mvm_no_alarms_in_final_wave|	0.54
520	|tf_kill_balloonicorn_owners|	0.78
520	|tf_soldier_three_dominations|	2.71
520	|tf_spy_revenge_with_backstab|	5.86
520	|tf_spy_kill_cp_defenders|	2.26
520	|tf_pyro_damage_grind|	1.73
520	|tf_halloween_boss_kill_melee|	2.13
520	|tf_pyro_kill_heavies|	1.91
520	|tf_maps_foundry_win_mintime|	1.58
520	|tf_sniper_kill_rjer|	2.51
520	|tf_mvm_soldier_buff_team|	0.54
520	|tf_halloween_collect_pumpkins|	1.82
520	|tf_engineer_destroy_sappers|	1.94
520	|tf_soldier_kill_airborne_with_direct_hit|	3.83
520	|tf_engineer_kill_sentry_with_sentry|	2.25
520	|tf_demoman_charge_kill|	2.85
520	|tf_demoman_kill_x_defending|	2.22
520	|tf_medic_charge_friends|	1.75
520	|tf_medic_heal_large|	2.08
520	|tf_engineer_dispenser_heal_grind|	1.91
520	|tf_replay_edit_time|	1.82
520	|tf_kill_nemesis|	8.35
520	|tf_medic_charge_juggle|	2.08
520	|tf_demoman_damage_grind|	1.73
520	|tf_burn_playersinminimumtime|	11.49
520	|tf_medic_heal_huge|	1.92
520	|tf_demoman_stickjump_distance|	3.19
520	|tf_halloween_disguised_spy_kill|	2.24
520	|tf_engineer_teleport_grind|	2.70
520	|tf_win_2fort_noenemycaps|	8.85
520	|tf_pyro_ignite_flaregun|	2.53
520	|tf_soldier_rj_equalizer_kill|	2.02
520	|tf_play_game_everyclass|	2.50
520	|tf_soldier_defend_cap_thirty_times|	1.85
520	|tf_sniper_kill_charged_medic|	3.93
520	|tf_halloween_pumpkin_kill|	1.79
520	|tf_heavy_kill_underwater|	1.76
520	|tf_heavy_defend_control_point|	2.56
520	|tf_engineer_upgrade_buildings|	2.06
520	|tf_sniper_jarate_group|	3.02
520	|tf_sniper_freezecam_wave|	4.48
520	|tf_spy_backstab_disguised_spy|	4.85
520	|tf_spy_backstab_snipers|	3.93
520	|tf_soldier_crouch_rocket_jump|	7.83
520	|tf_sniper_destroy_sentryguns|	5.66
520	|tf_heavy_take_multi_damage|	7.63
520	|tf_sniper_jarate_kill_melee|	2.04
520	|tf_spy_sapper_teamwork|	2.73
520	|tf_demoman_kill3_with_pipe_setups|	2.12
520	|tf_pyro_kill_teamwork|	10.09
520	|tf_demoman_kill_engi_sentry_dispenser|	2.19
520	|tf_pyro_achieve_progress2|	2.62
520	|tf_pyro_achieve_progress3|	2.18
520	|tf_heavy_stand_near_dispenser|	2.67
520	|tf_pyro_achieve_progress1|	3.56
520	|tf_medic_assist_capturer|	2.41
520	|tf_medic_assist_scout|	1.83
520	|tf_engineer_kill_disguised_spy|	5.07
520	|tf_soldier_shoot_mult_crits|	4.41
520	|tf_maps_doomsday_deny_neutral_pickup|	0.80
520	|tf_engineer_sentry_avenges_you|	7.48
520	|tf_maps_doomsday_solo_capture|	1.34
520	|tf_pyro_kill_ubercharge|	2.97
520	|tf_mvm_pickup_money_about_to_expire|	0.75
520	|tf_mvm_heavy_rage_push_deploying_robot|	0.54
520	|tf_halloween_collect_goody_bag|	1.86
520	|tf_mvm_sniper_kill_group|	0.54
520	|tf_pyro_burn_spy_taunt|	1.92
520	|tf_sniper_jarate_medic_pair|	3.33
520	|tf_spy_ambassador_sniper_grind|	1.92
520	|tf_scout_achieve_progress1|	2.94
520	|tf_medic_save_teammate|	1.89
520	|tf_demoman_kill3_with_detonation|	2.55
520	|tf_pyro_camp_position|	15.35
520	|tf_demoman_freezecam_smile|	3.25
520	|tf_scout_block_caps|	1.83
520	|tf_demoman_kill_building_direct_hit|	5.04
520	|tf_pyro_ignite_with_rainbow|	0.78
520	|tf_engineer_heavy_assist|	1.93
520	|tf_medic_counter_charge|	3.59
520	|tf_scout_achieve_progress3|	1.93
520	|tf_scout_achieve_progress2|	2.24
520	|tf_engineer_waste_metal_grind|	1.86
520	|tf_heavy_achieve_progress3|	1.96
520	|tf_heavy_achieve_progress2|	2.32
520	|tf_heavy_achieve_progress1|	3.17
520	|tf_get_consecutivekills_nodeaths|	24.62
520	|tf_spy_backstab_grind|	1.80
520	|tf_engineer_shotgun_kill_prev_sentry_target|	6.58
520	|tf_scout_assist_medic|	1.83
520	|tf_scout_cap_flag_without_attacking|	6.33
520	|tf_demoman_dominate_three_engineers|	2.17
520	|tf_soldier_freezecam_taunt|	2.51
520	|tf_scout_stun_into_train|	1.83
520	|tf_mvm_advanced_earn_all_bonuses|	0.54
520	|tf_maps_foundry_kill_enemy_on_roof|	1.25
520	|tf_demoman_air_burst_kills|	1.85
520	|tf_maps_foundry_teleport_and_cap|	1.27
520	|tf_sniper_kill_spies_melee|	2.85
520	|tf_pyro_kill_postdeath|	2.91
520	|tf_engineer_tank_damage|	2.76
520	|tf_sniper_bow_kill_medic_pair|	1.85
520	|tf_win_gravelpit_noenemycaps|	2.30
520	|tf_soldier_kill_airborne_target_while_airborne|	5.95
520	|tf_medic_heal_callers|	1.95
520	|tf_spy_taunt_kill|	3.51
520	|tf_pyro_freezecam_taunts|	2.83
520	|tf_scout_stun_uber_enemies|	1.84
520	|tf_engineer_achieve_progress3|	2.32
520	|tf_engineer_achieve_progress2|	3.43
520	|tf_engineer_achieve_progress1|	6.60
520	|tf_pyro_burn_rj_soldier|	3.13
520	|tf_medic_setup_charge|	5.77
520	|tf_medic_heal_under_fire|	4.20
520	|tf_medic_bonesaw_nomisses|	2.98
520	|tf_mvm_use_ammo_bottle|	0.54
520	|tf_engineer_remove_sapper_long_dist|	3.30
520	|tf_soldier_ride_the_cart|	2.92
520	|tf_heavy_teleport_fast_kill|	2.97
520	|tf_engineer_manual_cloaked_spy_kill|	1.80
520	|tf_medic_syringe_scouts|	1.86
520	|tf_mvm_complete_pop_file|	0.59
520	|tf_soldier_kill_five_stunned|	1.79
520	|tf_sniper_top_scoreboard_grind|	1.77
520	|tf_halloween_dominate_for_hat|	9.30
520	|tf_scout_three_flagcaps|	4.21
520	|tf_demoman_decapitate_players_fast|	3.28
520	|tf_heavy_kill_capping_enemies|	2.76
520	|tf_engineer_kill_assist|	5.17
520	|tf_pyro_kill_grind|	2.36
520	|tf_heavy_kill_taunt|	3.58
520	|tf_sniper_bow_kill_flagcarrier|	2.46
520	|tf_medic_heal_achiever|	7.63
520	|tf_soldier_buff_teammates|	2.06
520	|tf_maps_foundry_back_and_forth_battle|	1.27
520	|tf_general_kill_enemies_after_teleporting|	4.63
520	|tf_soldier_equalizer_streak|	2.53
520	|tf_engineer_sentry_kill_caps|	2.31
520	|tf_medic_achieve_progress3|	1.82
520	|tf_medic_achieve_progress2|	1.97
520	|tf_soldier_destroy_stickies|	1.91
520	|tf_spy_freezecam_flick|	1.94
520	|tf_medic_assist_heavy|	1.85
520	|tf_mvm_use_uber_bottle|	0.55
520	|tf_sniper_headshot_demoman|	9.65
520	|tf_maps_doomsday_kill_enemies_on_elevator|	0.79
520	|tf_maps_foundry_fast_final_cap|	1.27
520	|tf_engineer_revenge_crit_life|	3.16
520	|tf_medic_assist_demoman|	1.76
520	|tf_mvm_kill_bomb_carriers|	0.87
520	|tf_sniper_jarate_extinguish|	4.11
520	|tf_demoman_kill_x_capping_onedet|	1.95
520	|tf_win_multiplegames|	3.59
520	|tf_heavy_receive_uber_grind|	2.06
520	|tf_maps_doomsday_push_into_exhaust|	0.78
520	|tf_medic_achieve_progress1|	2.38
520	|tf_maps_doomsday_ride_the_elevator|	0.79
520	|tf_scout_dodge_damage|	2.68
520	|tf_pyro_kill_axe_large|	2.94
520	|tf_soldier_kill_pyro|	3.72
520	|tf_scout_first_blood|	1.95
520	|tf_heavy_block_cart|	1.79
520	|tf_mvm_spy_sap_robots|	0.54
520	|tf_soldier_bounce_then_shotgun|	3.83
520	|tf_heavy_clear_stickybombs|	2.43
520	|tf_scout_double_jumps|	2.81
520	|tf_soldier_duo_soldier_kills|	2.95
520	|tf_scout_destroy_teleporters|	2.88
520	|tf_demoman_killxsappingspies|	1.73
520	|tf_engineer_taunt_kill|	2.78
520	|tf_multiple_bff|	1.09
520	|tf_medic_invite_join_charge|	2.79
520	|tf_maps_doomsday_push_back_and_win|	0.96
520	|tf_heavy_kill_heavies_gloves|	1.96
520	|tf_sniper_kill_invis_spy|	6.72
520	|tf_demoman_freezecam_rump|	2.19
520	|tf_sniper_jarate_assists|	2.06
520	|tf_engineer_repair_team_grind|	1.73
520	|tf_halloween_eyeboss_kill|	1.65
520	|tf_sniper_taunt_kill|	3.44
520	|tf_sniper_kill_at_roundstart|	4.15
520	|tf_demoman_stickyjump_cap|	2.05
520	|tf_demoman_melee_kill_while_stickyjumping|	1.82
520	|tf_scout_stun_scout_with_their_ball|	2.07
520	|tf_engineer_manual_sentry_absorb_dmg|	1.90
520	|tf_mvm_kill_sentry_buster|	0.61
520	|tf_sniper_capture_flag|	3.74
520	|tf_pyro_double_ko|	8.99
520	|tf_scout_kill_stunned|	1.82
520	|tf_medic_save_falling_teammate|	1.93
520	|tf_medic_heal_grind|	1.73
520	|tf_demoman_decapitate_cloaked_spy|	3.95
520	|tf_maps_foundry_achieve_progress1|	1.26
520	|tf_heavy_payload_cap_grind|	2.09
520	|tf_get_multiplekills|	3.45
520	|tf_demoman_kill_two_during_stickyjump|	2.01
520	|tf_sniper_kill_midair_scout|	11.86
520	|tf_maps_foundry_push_back_and_win|	1.30
520	|tf_sniper_rifle_no_missing|	10.40
520	|tf_medic_assist_medic|	2.29
520	|tf_mvm_kill_medics_charged|	0.54
520	|tf_demoman_kill_x_scouts_pyros|	2.61
520	|tf_engineer_dispenser_heal_group|	11.20
520	|tf_maps_foundry_win_rounds|	1.24
520	|tf_pyro_reflect_projectiles|	2.02
520	|tf_heavy_fire_lots|	3.92
520	|tf_soldier_kill_two_during_rocket_jump|	2.43
520	|tf_heavy_heal_medikits|	2.26
520	|tf_heavy_damage_taken|	16.15
520	|tf_medic_top_scoreboard|	2.14
520	|tf_engineer_kill_snipers_sentry|	1.92
520	|tf_spy_bump_cloaked_spy|	7.83
520	|tf_demoman_destroy_buildings_grind|	2.42
520	|tf_mvm_use_crit_bottle|	0.55
520	|tf_demoman_bounce_and_kill|	15.34
520	|tf_soldier_assist_medic_uber|	2.26
520	|tf_heavy_assist_heavy_grind|	2.86
520	|tf_pyro_kill_axe_small|	4.05
520	|tf_engineer_move_sentry_get_kill|	5.93
520	|tf_spy_break_shield_kill_sniper|	3.75
520	|tf_sniper_kill_unscoped|	3.82
520	|tf_engineer_dispenser_extinguish|	2.18
520	|tf_pyro_burn_snipers_zoomed|	2.82
520	|tf_pyro_kill_carriers|	2.48
520	|tf_spy_kill_working_engy|	5.74
520	|tf_mvm_complete_tour|	0.54
520	|tf_heavy_block_invuln_heavy|	1.74
520	|tf_soldier_kill_demoman_grind|	1.74
520	|tf_heavy_kill_midair_minigun|	10.63
520	|tf_mvm_play_each_class|	0.54
520	|tf_fire_waterjump|	3.09
520	|tf_soldier_mvp|	1.81
520	|tf_engineer_freezecam_taunt|	2.33
520	|tf_pyro_kill_underwater|	1.89
520	|tf_halloween_loot_island|	1.43
520	|tf_medic_kill_healed_spy|	3.32
520	|tf_heavy_kill_flag_carriers|	1.77
520	|tf_heavy_survive_crocket|	3.50
520	|tf_maps_doomsday_kill_carriers|	0.79
520	|tf_pyro_kill_taunters|	2.07
520	|tf_demoman_kill_player_after_tp|	2.14
520	|tf_mvm_use_teleport_bottle|	0.54
520	|tf_soldier_kill_spy_killer|	5.11
520	|tf_demoman_destroy_x_stickybombs|	1.76
520	|tf_demoman_kill_soldier_grind|	1.74
520	|tf_mvm_max_primary_upgrades|	0.56
520	|tf_heavy_assist_medic_large|	2.63
520	|tf_pyro_burn_medicpair|	9.94
520	|tf_scout_kill_from_behind|	2.33
520	|tf_scout_taunt_kill|	2.71
520	|tf_play_game_friendsonly|	1.75
520	|tf_sniper_freezecam_hat|	3.73
520	|tf_soldier_kill_taunt|	2.94
520	|tf_spy_backstab_enemy_switch_pyro|	6.28
520	|tf_engineer_revenge_crit_sentry_killer|	4.56
520	|tf_pyro_kill_from_behind|	3.07
520	|tf_halloween_kill_scared_player|	1.94
520	|tf_demoman_decapitate_nemesis|	2.90
520	|tf_scout_flag_cap_grind|	2.62
520	|tf_scout_kill_in_dodge_cooldown|	2.30
520	|tf_play_game_everymap|	1.96
520	|tf_dominate_for_goggles|	2.10
520	|tf_heavy_kill_scouts|	2.04
520	|tf_sniper_bow_pincushion|	4.12
520	|tf_soldier_kill_sniper_while_dead|	3.24
520	|tf_mvm_engineer_escape_sentry_buster|	0.63
520	|tf_win_dustbowl_noenemycaps|	2.86
520	|tf_replay_browse_replays|	1.80
520	|tf_soldier_kill_engy|	3.79
520	|tf_maps_doomsday_achieve_progress1|	0.78
520	|tf_medic_kill_while_charged|	2.79
520	|tf_sniper_jarate_reveal_spy|	4.02
520	|tf_sniper_get_backstabbed|	1.95
520	|tf_spy_kill_spy_with_knife|	5.89
520	|tf_spy_backstab_disguise_target|	7.43
520	|tf_soldier_kill_on_fire|	2.35
520	|tf_engineer_kill_flag_carriers|	1.76
520	|tf_pyro_dominate_leavesvr|	4.68
520	|tf_scout_carrier_kill_carrier|	2.89
520	|tf_pyro_force_waterjump|	2.56
520	|tf_maps_foundry_push_into_cauldron|	1.27
520	|tf_demoman_decapitate_players|	3.16
520	|tf_mvm_complete_wave_without_dying|	0.78
520	|tf_mvm_pyro_bomb_reset|	0.54
520	|tf_medic_freezecam_ragdoll|	2.35
520	|tf_soldier_kill_twenty_from_above|	2.76
520	|tf_soldier_buff_friends|	1.73
520	|tf_spy_backstab_medic_healing_you|	3.04
520	|tf_scout_destroy_buildings_being_built|	3.07
520	|tf_scout_steal_sandwich|	2.43
520	|tf_heavy_kill_dominated|	3.60
520	|tf_maps_foundry_kill_capping_enemy|	1.36
520	|tf_demoman_decapitate_equalizer|	2.35
520	|tf_mvm_max_player_resistances|	0.57
520	|tf_engineer_repair_sentry_w_medic|	4.42
520	|tf_heavy_assist_grind|	1.74
520	|tf_team_pyrovision|	0.97
520	|tf_pyro_kill_multiweapons|	2.14
520	|tf_mvm_destroy_tank_quickly|	0.54
520	|tf_mvm_defend_cap|	0.55
111300	|gold champion|	2.53
111300	|smart driver|	1.10
111300	|silver champion|	3.15
111300	|race ace|	0.65
111300	|safe driver|	0.95
111300	|demolition master|	23.98
111300	|star collector|	2.18
111300	|air time expert|	5.41
111300	|achievement_test|	0.03
111300	|trickster|	7.88
111300	|smash cars superstar|	7.86
111300	|bronze champion|	7.48
111300	|lap champ|	0.65
218740	|little_guest|	4.89
218740	|the_first_memory|	85.54
218740	|bag_lady|	0.09
218740	|goodbye_little_guest|	2.83
218740	|young_cartographer|	54.87
218740	|master_cartographer|	0.09
218740	|bothersome_guest|	23.98
218740	|senior_explorer|	1.63
218740	|memory_collector|	0.30
218740	|you_call_this_a_challenge|	0.13
218740	|master_explorer|	0.17
218740	|junior_explorer|	12.48
102210	|achievement_power3|	0.92
102210	|achievement_hpleft1|	8.72
102210	|achievement_power2|	11.93
102210	|achievement_powercards|	15.14
102210	|achievement_power1|	68.35
102210	|achievement_streak1|	61.47
102210	|achievement_streak2|	27.52
102210	|achievement_damage2|	11.01
102210	|achievement_cardmaster1|	51.38
102210	|achievement_damage3|	1.38
102210	|achievement_cardmaster2|	31.19
102210	|achievement_streak3|	12.84
102210	|achievement_damage1|	61.01
102210	|achievement_cardmaster3|	21.56
102210	|achievement_loot3|	0.46
102210	|achievement_treasures1|	37.61
102210	|achievement_loot1|	79.36
102210	|achievement_loot2|	45.41
102210	|achievement_diehard3|	1.38
102210	|achievement_diehard2|	18.35
102210	|achievement_pokerface3|	4.59
102210	|achievement_diehard1|	53.67
102210	|achievement_pokerface1|	81.65
102210	|achievement_pokerface2|	50.00
22500	|25|	1.51
22500	|26|	1.52
22500	|23|	3.45
22500	|24|	3.32
22500	|29|	0.36
22500	|27|	0.27
22500	|28|	0.67
22500	|33|	1.20
22500	|32|	0.74
22500	|31|	0.29
22500	|30|	0.54
22500	|12|	0.22
22500	|13|	0.30
22500	|14|	0.07
22500	|15|	1.27
22500	|16|	0.81
22500	|17|	0.12
22500	|18|	0.10
22500	|19|	0.21
22500	|20|	0.18
22500	|22|	0.33
22500	|21|	1.07
22500	|49|	0.06
22500	|48|	0.06
22500	|47|	0.06
22500	|46|	0.05
22500	|45|	4.42
22500	|6|	2.11
22500	|11|	0.20
22500	|5|	1.69
22500	|10|	0.21
22500	|8|	0.24
22500	|7|	0.25
22500	|2|	2.65
22500	|1|	2.27
22500	|4|	2.00
22500	|3|	4.11
22500	|50|	0.07
22500	|9|	0.21
22500	|51|	0.09
22500	|39|	1.27
22500	|38|	0.31
22500	|35|	0.40
22500	|34|	0.35
22500	|37|	0.47
22500	|36|	0.22
22500	|41|	4.60
22500	|42|	5.05
22500	|43|	4.81
22500	|44|	4.72
22500	|40|	4.94
209270	|axe_thrower_cutdown_3|	1.50
209270	|max_health_wraith|	5.60
209270	|submit_5_turns|	54.98
209270	|fully_equip_knight|	15.74
209270	|2_phantom|	3.73
209270	|shaolin_puzzles|	2.09
209270	|grenadier_hit_4|	9.18
209270	|attack_enemy_with_3|	11.95
209270	|void_monk_3|	9.41
209270	|engineer_equip_3|	15.47
209270	|taunt|	36.99
209270	|resurrect_superunit_shadow|	0.82
209270	|poisoner_reduce_movement|	1.95
209270	|chieftain_single_attack_4|	3.69
209270	|pyro_knockout_2|	10.05
209270	|tf2_puzzles|	1.80
209270	|wizard_3_scroll|	17.40
209270	|shaolin_win_50|	0.31
209270	|dwarves_win|	14.28
209270	|win_by_attrition|	19.10
209270	|knockout_enemy|	56.77
209270	|bonus_crystal_damage|	40.86
209270	|win_100|	3.74
209270	|paladin_self_heal|	10.29
209270	|tribe_puzzles|	9.81
209270	|teamfortress_win_50|	1.37
209270	|win_by_crystal|	12.10
209270	|use_undo|	54.83
209270	|dark_elves_win_50|	2.27
209270	|dwarves_puzzles|	10.72
209270	|council_puzzles|	16.95
209270	|tribe_win_50|	1.65
209270	|link_medic_to_heavy|	22.88
209270	|two_crystals_one_turn|	3.20
209270	|monk_lower_max_health|	1.82
209270	|2000_damage_attack|	2.50
209270	|move_in_1_day|	29.88
209270	|council_win|	26.73
209270	|heavy_1k|	17.68
209270	|teamfortress_win|	26.99
209270	|warrior_execute_2|	2.94
209270	|move_in_3_min|	55.61
209270	|crystal_shield|	8.51
209270	|shaolin_win|	1.32
209270	|windblade_reduce_range|	2.61
209270	|priestess_debuff_3|	1.50
209270	|remove_buff_debuff_taoist|	0.32
209270	|archer_one_shot|	17.66
209270	|no_damage_taken|	6.80
209270	|dwarves_win_50|	2.00
209270	|council_rez_fully_heal|	21.51
209270	|sniper_max_range|	22.62
209270	|impaler_off_assault|	7.29
209270	|ninja_3k|	1.37
209270	|witch_1500_corpse_explosion|	1.78
209270	|darkelves_puzzles|	11.82
209270	|win_25|	8.74
209270	|knockout_3|	32.34
209270	|council_win_50|	2.42
209270	|submit_100_turns|	23.03
209270	|shaman_chain_heal_3|	6.59
209270	|win_random_game|	22.42
209270	|challenge_collection|	0.56
209270	|annihilator_ko_3|	1.20
209270	|tutorial_puzzles|	56.43
209270	|stomp_two_heroes|	27.16
209270	|gunner_hit_3|	6.33
209270	|tribe_win|	13.25
209270	|dark_elves_win|	15.40
530	|l4d_achievement_infected|	0.00
530	|l4d_achievement_no_damage_after_vomit|	0.00
530	|l4d_achievement_heal_x_survivors|	0.00
530	|l4d_achievement_punch_hunter|	0.00
530	|l4d_achievement_health_martyr|	0.00
530	|l4d_achievement_burn_x_infected|	0.00
530	|l4d_achievement_dont_awaken_witch|	0.00
530	|l4d_achievement_headshot_hunter|	0.00
530	|l4d_achievement_survive_any_impossible|	0.00
